carat,cut,color,clarity,depth,table,price,x,y,z
0.3,Good,E,VVS2,63,58,622,4.27,4.34,2.71
0.31,Ideal,F,VS2,61.9,57,583,4.32,4.34,2.68
0.6,Very Good,D,VS2,61.5,59,1984,5.4,5.43,3.33
0.72,Very Good,I,VS1,63.7,57,2441,5.66,5.7,3.62
1,Premium,E,SI2,62.2,59,4390,6.38,6.35,3.96
0.51,Ideal,D,VS2,61.2,55,1882,5.18,5.16,3.16
0.7,Premium,G,SI1,58.6,62,2375,5.83,5.8,3.41
0.41,Very Good,D,SI1,63.4,56,907,4.76,4.73,3.01
0.9,Ideal,G,VS1,62.1,56,5540,6.15,6.19,3.83
0.27,Ideal,D,VVS1,61.7,57,586,4.16,4.2,2.58
0.34,Ideal,E,VS2,62.6,55,956,4.45,4.43,2.78
0.91,Premium,I,SI1,58.4,55,2700,6.34,6.32,3.7
0.38,Ideal,G,VS2,61.9,54.1,757,4.66,4.69,2.89
0.72,Ideal,E,SI1,60.8,55,2869,5.77,5.84,3.53
0.34,Ideal,E,SI1,62.3,57,596,4.48,4.51,2.8
0.3,Ideal,E,VS2,62.3,57,844,4.32,4.29,2.68
0.77,Very Good,F,SI1,59.6,60,3044,5.95,5.97,3.55
1.02,Ideal,H,VVS2,62.1,55,6797,6.5,6.46,4.02
0.32,Ideal,G,VS1,62.3,54,645,4.37,4.39,2.73
0.33,Premium,E,SI1,59.1,58,743,4.56,4.51,2.68
0.54,Ideal,G,VVS1,61.7,56,2041,5.24,5.26,3.24
1.09,Very Good,H,SI1,62.5,57,5950,6.49,6.54,4.07
0.51,Ideal,J,VS1,61.6,54,988,5.14,5.18,3.18
1.01,Very Good,H,VS2,62.8,59,5559,6.33,6.38,3.99
0.31,Ideal,I,SI1,62.1,53,498,4.34,4.36,2.7
0.31,Very Good,D,VVS2,60.5,56,1009,4.38,4.41,2.66
0.54,Ideal,D,SI1,60.8,57,1662,5.25,5.31,3.21
0.5,Ideal,E,SI1,61.5,57,1700,5.08,5.1,3.13
1.2,Ideal,I,VS1,62.8,55,6774,6.79,6.75,4.25
0.58,Ideal,H,VS2,61.2,56,1755,5.41,5.39,3.3
0.32,Premium,D,VS2,61.7,58,758,4.34,4.38,2.69
1.06,Ideal,G,VS1,61.2,56,7790,6.56,6.62,4.03
1.02,Good,F,SI1,63.2,59,5301,6.35,6.38,4.02
0.3,Ideal,F,IF,61.1,58,886,4.32,4.36,2.65
1,Fair,F,VS2,64.9,52,6210,6.24,6.33,4.08
0.42,Premium,E,VS2,60.9,59,958,4.81,4.85,2.94
0.7,Ideal,F,VS2,62.2,55,2676,5.66,5.72,3.54
1.27,Premium,J,VVS1,60.1,58,5761,7.06,6.99,4.22
0.71,Ideal,H,VVS1,62,57,2739,5.71,5.75,3.55
0.44,Premium,G,SI1,61.1,59,772,4.86,4.9,2.98
0.94,Ideal,D,SI2,62.1,56,4182,6.21,6.25,3.87
0.37,Ideal,G,VS2,62.2,57,833,4.64,4.59,2.87
0.3,Very Good,G,SI1,62.7,58,447,4.22,4.27,2.66
0.32,Good,D,SI1,63.8,56,589,4.33,4.35,2.77
0.33,Ideal,D,VS2,60.9,55,781,4.47,4.5,2.73
1.3,Ideal,G,VS1,62,55,10221,7.02,6.98,4.34
0.51,Ideal,G,VVS1,61,57,1933,5.17,5.19,3.16
1.12,Very Good,I,SI2,61.2,59,4533,6.69,6.74,4.11
0.33,Very Good,F,VS1,62.7,59,741,4.35,4.39,2.74
0.33,Ideal,E,SI1,61.2,56,702,4.46,4.49,2.74
0.42,Premium,E,SI1,62.7,59,773,4.78,4.79,3
0.91,Ideal,J,VS1,60.7,57,3296,6.26,6.23,3.79
0.9,Ideal,H,VS1,61.8,55,4964,6.21,6.14,3.82
1.03,Ideal,G,VS2,62.8,55,6645,6.48,6.44,4.05
1.08,Premium,G,SI2,59.8,57,4318,6.72,6.66,4
0.76,Ideal,I,VVS1,62.2,55,2753,5.89,5.87,3.66
0.79,Very Good,H,VS1,63.7,56,2784,5.85,5.92,3.75
0.35,Ideal,I,IF,61.8,53,808,4.55,4.57,2.81
2.06,Ideal,H,SI2,62,57,11040,8.1,8.06,5.01
1.07,Ideal,F,SI2,62,57,4764,6.6,6.49,4.06
0.97,Premium,G,SI1,62.6,58,4400,6.24,6.18,3.89
0.31,Good,I,VS2,63.2,55,435,4.3,4.4,2.75
0.51,Ideal,I,SI1,61.7,54,1000,5.18,5.19,3.2
1.03,Ideal,G,VS1,61.8,56,7880,6.46,6.51,4.01
0.33,Ideal,F,VVS2,62.4,56,832,4.41,4.43,2.76
0.31,Ideal,F,VS2,61.9,55,802,4.39,4.37,2.71
0.41,Good,E,SI1,63.1,57,705,4.73,4.78,3
0.9,Fair,G,I1,65.1,58,1939,6.05,5.99,3.92
0.34,Premium,G,VS2,61.6,58,765,4.51,4.45,2.76
2.07,Premium,E,SI2,61.4,58,13786,8.24,8.19,5.04
0.41,Premium,E,VS1,62.2,57,1153,4.78,4.74,2.96
1.6,Ideal,H,VS1,61.4,57,12566,7.53,7.59,4.64
0.4,Ideal,J,IF,62.4,56,828,4.71,4.74,2.95
0.3,Ideal,F,IF,62,56,1013,4.34,4.3,2.68
0.46,Very Good,E,VS1,58.7,60,1452,5.08,5.15,3
0.35,Ideal,E,VS2,61.7,55,984,4.57,4.54,2.81
0.7,Very Good,D,SI1,61.1,57,2677,5.74,5.66,3.48
0.34,Ideal,H,VS2,61.7,57,689,4.48,4.46,2.76
0.63,Ideal,G,VS2,60.9,56,2357,5.57,5.6,3.4
1.21,Premium,J,VS2,61.9,58,4968,6.84,6.79,4.22
0.91,Ideal,E,SI1,61.9,55,4623,6.18,6.22,3.84
0.65,Premium,G,VVS1,59.3,57,2510,5.59,5.47,3.28
0.31,Ideal,F,VVS2,61.5,56,775,4.35,4.37,2.68
0.81,Ideal,F,IF,61.5,55,6338,5.98,6.05,3.7
0.27,Very Good,F,VVS2,62.3,59,591,4.14,4.18,2.59
0.39,Ideal,D,SI1,60.6,55,729,4.73,4.78,2.88
2.09,Premium,J,SI2,60,60,13212,8.37,8.32,5.01
0.7,Ideal,E,VS1,62.2,58,3107,5.62,5.69,3.52
0.5,Ideal,H,SI2,62.9,57,958,5.04,5.01,3.16
1.01,Good,E,SI1,64.2,59,5232,6.27,6.19,4
1,Ideal,E,SI2,62.9,56,3450,6.32,6.3,3.97
0.51,Ideal,G,VS2,61.6,56,1427,5.13,5.18,3.18
0.72,Ideal,I,VVS2,61.3,56,2591,5.77,5.8,3.55
0.4,Good,E,SI1,60.6,65,1110,4.74,4.71,2.86
0.83,Premium,D,SI1,61.3,58,2990,6.03,6,3.69
0.53,Ideal,J,SI1,61.6,55,999,5.2,5.23,3.21
0.7,Very Good,D,VS2,61.2,60,3131,5.73,5.77,3.52
0.59,Premium,D,SI1,62.8,57,1835,5.38,5.32,3.36
1.01,Premium,F,SI1,61.7,58,5202,6.44,6.39,3.96
0.53,Ideal,D,VS2,61.4,56,1857,5.2,5.23,3.2
0.83,Ideal,F,SI1,62.1,55,3198,6.05,6,3.74
0.3,Premium,F,VS1,61.5,59,844,4.33,4.31,2.66
1.57,Premium,H,VS2,61,59,11470,7.5,7.54,4.59
1.57,Premium,H,VS1,60.5,61,10930,7.6,7.51,4.57
0.32,Very Good,F,VS2,61.2,58,602,4.38,4.41,2.69
0.46,Very Good,E,VS2,61.3,57,1081,4.99,5.02,3.07
0.54,Ideal,F,SI1,59.8,57,1369,5.31,5.29,3.17
1.29,Good,I,VS2,57.9,61,7102,7.16,7.13,4.14
0.38,Premium,D,VS1,62.4,59,1140,4.63,4.6,2.88
1.5,Good,F,I1,60.6,62,5313,7.22,7.24,4.38
0.74,Premium,E,SI1,61.4,57,2042,5.83,5.79,3.57
1.02,Ideal,I,SI2,61.8,57,4118,6.44,6.46,3.99
0.93,Very Good,G,SI1,62.5,57.8,3933,6.15,6.28,3.87
0.79,Ideal,D,SI1,61.2,56,3185,6.02,5.95,3.66
0.43,Ideal,E,SI1,61.5,56,1016,4.9,4.85,3
0.7,Ideal,H,VVS1,61.6,57,2827,5.69,5.74,3.52
0.3,Ideal,G,VS2,61.8,56,507,4.29,4.32,2.66
0.77,Premium,D,VS1,59.4,59,3966,6,5.96,3.55
0.32,Good,D,SI2,64.1,54,571,4.37,4.34,2.79
1.21,Premium,J,VS1,61,60,4675,6.88,6.83,4.18
0.7,Good,E,VS1,60.2,61,3018,5.71,5.75,3.45
1.41,Premium,G,SI1,62.1,59,8572,7.23,7.13,4.46
0.92,Premium,E,SI2,61.7,59,4011,6.18,6.27,3.84
1.59,Ideal,I,SI1,62.4,56,10106,7.48,7.46,4.66
1.54,Ideal,H,VVS2,62.6,56,12171,7.42,7.35,4.62
0.52,Premium,E,VVS2,60.1,58,2970,5.23,5.18,3.13
1.66,Premium,J,SI1,60.7,58,8487,7.72,7.63,4.66
0.32,Ideal,G,VS1,62.4,56,679,4.37,4.38,2.73
0.9,Good,J,VVS2,57.4,61,3193,6.42,6.37,3.67
0.32,Ideal,G,SI1,61.3,56,477,4.39,4.42,2.7
0.9,Very Good,E,SI1,62.6,58,4315,6.11,6.15,3.84
0.62,Ideal,E,VS1,60.3,57,2492,5.52,5.57,3.35
1.68,Ideal,E,SI2,60.4,55,11781,7.7,7.79,4.68
0.36,Good,H,VS2,63.7,55,568,4.49,4.52,2.87
0.5,Very Good,E,VVS2,61.7,61,2083,5.09,5.12,3.15
0.9,Premium,D,SI2,63,58,3473,6.16,6.12,3.87
1.36,Ideal,G,VVS2,61.1,57,11956,7.2,7.14,4.38
0.34,Ideal,D,VS2,61,56,967,4.51,4.54,2.76
0.56,Ideal,G,VS2,60.6,57,1580,5.33,5.36,3.24
0.34,Ideal,D,SI1,61.2,57,626,4.48,4.51,2.75
0.7,Premium,I,SI2,62.1,60,1724,5.65,5.62,3.5
0.24,Ideal,E,VVS2,61.4,57,678,4,4.04,2.47
0.3,Very Good,I,VS1,62.9,59,473,4.22,4.3,2.68
1.01,Fair,G,SI1,66.1,56,3671,6.26,6.2,4.12
1.5,Premium,H,VS2,62.4,59,11194,7.32,7.29,4.56
0.3,Ideal,I,VVS2,62.6,56,515,4.26,4.3,2.68
1.06,Ideal,I,SI1,61.2,56,4630,6.64,6.6,4.05
1.01,Very Good,I,SI1,63.6,58,4189,6.31,6.36,4.03
0.43,Premium,F,SI1,62.4,56,1016,4.84,4.81,3.01
1.33,Ideal,H,SI1,62.7,56,7088,6.99,7.04,4.4
0.71,Premium,I,VS2,62.7,59,2127,5.66,5.69,3.56
0.28,Very Good,D,VVS2,64,56,532,4.14,4.17,2.66
0.79,Very Good,F,SI1,62.8,55,2633,5.88,5.94,3.71
0.71,Ideal,G,SI1,62.3,56,2317,5.73,5.7,3.56
0.34,Ideal,D,VS2,61.4,56,805,4.5,4.53,2.77
0.41,Premium,E,SI2,62.1,58,683,4.73,4.77,2.95
1.41,Good,E,VVS2,59.9,61,14853,7.21,7.37,4.37
0.31,Premium,E,SI1,62.3,56,698,4.4,4.37,2.73
0.3,Ideal,E,VVS2,61.6,57,789,4.29,4.32,2.65
0.35,Ideal,G,VS2,62.5,53,615,4.53,4.56,2.84
0.36,Ideal,G,VS1,61.3,56,746,4.6,4.64,2.83
0.39,Ideal,J,VS2,61.4,57,746,4.72,4.66,2.88
1.29,Premium,D,SI1,62.7,55,8597,6.96,6.91,4.35
1.21,Premium,H,VS2,60.5,60,6722,6.95,6.9,4.19
0.32,Ideal,E,VVS1,61.6,56,1061,4.43,4.37,2.71
0.4,Very Good,E,SI1,62,61,687,4.67,4.71,2.91
0.75,Ideal,G,SI2,62.5,55,2378,5.82,5.77,3.62
2.01,Good,I,VS2,65,57,17497,7.85,7.99,5.15
1.09,Ideal,E,SI2,62.7,55.9,6852,6.52,6.58,4.11
0.7,Very Good,H,SI2,60.9,58,1895,5.68,5.74,3.48
0.7,Very Good,I,SI1,61.4,57,2028,5.72,5.75,3.52
0.3,Premium,D,SI2,62.2,59,574,4.3,4.25,2.66
0.46,Premium,I,SI2,61,58,863,5.03,4.97,3.05
1.03,Ideal,F,VS2,62.3,56,7392,6.43,6.45,4.01
0.47,Ideal,H,SI1,61.1,55,787,5.04,5.07,3.09
0.59,Ideal,E,SI1,62,55,1789,5.4,5.37,3.34
1.01,Premium,G,VS1,62.6,59,6499,6.38,6.46,4.02
1.01,Ideal,F,SI2,62.4,54,5154,6.41,6.44,4.01
1,Very Good,G,SI1,59.6,60,4997,6.43,6.49,3.85
0.53,Good,E,VS1,63.2,56,1776,5.14,5.18,3.26
1.26,Very Good,E,VS2,59.5,57,9802,7.03,7.15,4.22
0.41,Ideal,E,VS1,61.3,55,990,4.8,4.83,2.95
1.02,Ideal,E,SI2,60.3,57,4798,6.53,6.5,3.95
1,Ideal,F,SI2,61.8,57,4197,6.36,6.45,3.96
1.01,Good,H,SI2,64.8,58,4149,6.24,6.29,4.06
0.35,Ideal,E,VS2,62,55,984,4.54,4.52,2.81
0.39,Ideal,I,VS2,62.9,57,834,4.68,4.64,2.93
1.07,Premium,E,SI2,62.9,59,5033,6.55,6.46,4.09
1.01,Ideal,G,SI1,61.1,58,5497,6.43,6.49,3.95
1.5,Good,I,SI1,61.1,63,8254,7.27,7.34,4.46
0.33,Ideal,F,VS1,61.6,55,738,4.46,4.47,2.76
1.01,Very Good,H,VS2,61,63,5050,6.41,6.38,3.9
0.32,Premium,D,VS2,61.7,59,758,4.38,4.43,2.72
1.47,Premium,H,SI2,59.3,59,7573,7.39,7.34,4.37
0.3,Ideal,G,VS1,62.3,56,605,4.29,4.32,2.68
1.6,Ideal,F,VS1,62,56,18780,7.47,7.52,4.65
1.21,Very Good,G,SI1,61.2,58,6549,6.84,6.91,4.21
0.9,Premium,I,SI1,63,58,2861,6.09,6.01,3.81
1.5,Ideal,G,VS2,62.6,56,12468,7.3,7.26,4.56
0.3,Ideal,F,VS2,62.5,55,605,4.27,4.31,2.68
1.52,Premium,J,VS1,62.2,59,8426,7.32,7.38,4.57
0.74,Very Good,F,SI1,61.5,58,2583,5.82,5.85,3.59
2.32,Premium,J,SI2,59,59,14666,8.69,8.64,5.11
0.48,Fair,E,SI2,55.2,60,907,5.29,5.25,2.91
1.14,Premium,D,SI2,62.4,58,4513,6.67,6.7,4.17
0.82,Premium,D,SI2,61.7,56,3159,6.01,5.99,3.7
0.7,Good,E,SI1,65,57,2038,5.53,5.58,3.61
0.53,Premium,H,IF,62.5,59,1957,5.15,5.18,3.23
0.75,Premium,J,SI1,61.7,56,1958,5.92,5.81,3.62
0.3,Ideal,F,VVS1,61.9,57,1114,4.33,4.3,2.67
0.42,Premium,G,VS2,62,58,847,4.77,4.81,2.97
0.3,Ideal,F,VVS1,61.9,56,814,4.3,4.33,2.67
0.38,Very Good,H,VS2,60.4,56,871,4.71,4.73,2.85
0.35,Very Good,H,SI1,63.3,54,647,4.53,4.51,2.86
0.38,Ideal,I,VS1,61.9,54.1,703,4.64,4.71,2.89
0.71,Ideal,D,VS1,60.9,57,3518,5.74,5.76,3.5
0.41,Ideal,H,VVS1,61.5,55,1011,4.81,4.79,2.95
0.31,Very Good,D,VS2,62.9,55,734,4.31,4.34,2.72
0.71,Good,H,SI1,63.4,54,2056,5.6,5.67,3.57
0.4,Premium,H,VVS1,61.8,58,1088,4.72,4.69,2.91
0.5,Ideal,G,VS1,62,54,1569,5.11,5.15,3.18
1.14,Ideal,H,SI1,62.3,56,5501,6.72,6.69,4.18
0.43,Ideal,G,VS1,61.2,57,941,4.88,4.83,2.97
0.39,Very Good,I,VS2,60.1,57,679,4.74,4.77,2.86
1.02,Premium,F,SI2,61,58,4043,6.49,6.52,3.97
0.41,Premium,I,VVS2,59.9,58,827,4.81,4.87,2.9
0.4,Ideal,H,VVS2,62.4,57,1125,4.73,4.69,2.94
0.36,Ideal,E,VS2,61.2,56,1013,4.62,4.6,2.82
0.7,Premium,H,VS1,62.8,60,2367,5.61,5.56,3.51
0.23,Very Good,E,VVS2,61.4,55,458,3.92,3.99,2.43
0.91,Ideal,F,SI2,62.2,56,3746,6.17,6.14,3.83
1.28,Very Good,I,VS1,62.8,57,6726,6.9,6.95,4.35
0.31,Premium,E,VS2,61.6,59,872,4.35,4.32,2.67
0.57,Ideal,G,VVS2,60.7,55,2206,5.36,5.34,3.25
1,Premium,E,SI1,62.6,60,5544,6.35,6.3,3.97
0.31,Ideal,F,VVS1,62.4,57,959,4.32,4.3,2.69
0.3,Good,G,SI2,63.7,54,506,4.25,4.23,2.7
1.33,Premium,F,SI2,60.7,62,5288,7.12,7.07,4.31
2.43,Premium,I,SI2,62.2,60,14727,8.59,8.53,5.33
0.71,Premium,E,SI2,61.1,58,2306,5.76,5.73,3.51
1.21,Very Good,F,VS2,63.5,58,7826,6.76,6.73,4.28
0.32,Very Good,F,VS2,59.6,56,642,4.48,4.51,2.68
0.71,Ideal,E,SI1,62.8,53,2612,5.67,5.7,3.57
1.02,Very Good,F,SI1,61.9,58,5019,6.43,6.49,4
0.32,Very Good,E,SI1,63.4,56,672,4.34,4.31,2.74
0.72,Very Good,F,VS1,62.2,58,2804,5.75,5.7,3.56
0.44,Very Good,I,VS1,61.9,57,813,4.86,4.89,3.01
1.13,Ideal,H,VS2,61.9,56,6670,6.69,6.63,4.13
1.03,Ideal,D,SI1,61.3,56,6610,6.48,6.54,3.99
0.31,Premium,D,IF,60.2,59,1167,4.39,4.42,2.65
0.52,Ideal,D,SI1,62.2,54,1429,5.14,5.18,3.21
0.78,Very Good,J,SI1,58,61,2164,6.07,6.13,3.54
0.43,Very Good,I,VVS2,62.8,58,850,4.8,4.82,3.02
0.38,Premium,I,VS2,62.5,58,633,4.58,4.61,2.87
0.7,Good,G,SI1,63.8,59,2117,5.62,5.58,3.57
1.15,Good,H,VS2,63.1,56,5646,6.62,6.7,4.2
0.32,Ideal,G,VVS1,61.4,55,1080,4.44,4.42,2.72
1.01,Premium,G,VVS2,60.9,59,6968,6.59,6.54,4
0.3,Very Good,D,SI1,62.5,57,552,4.26,4.28,2.67
0.38,Premium,D,VS2,58.8,61,1117,4.77,4.72,2.79
1.52,Ideal,F,SI1,62.2,56,11637,7.38,7.41,4.6
1.28,Premium,H,SI2,60.2,60,5376,6.97,6.93,4.31
0.52,Very Good,G,VVS2,63.2,57,1833,5.08,5.11,3.22
2.01,Ideal,G,SI2,61.9,57,17555,8,8.08,4.98
0.32,Ideal,G,VVS1,61.2,55,814,4.41,4.44,2.71
0.31,Ideal,H,VVS1,62.2,54,687,4.34,4.37,2.71
1.53,Very Good,J,VS1,59.5,60,7677,7.55,7.65,4.52
0.9,Very Good,E,SI1,63.2,54,4382,6.1,6.17,3.88
0.35,Ideal,E,VS1,61.9,56,1091,4.55,4.53,2.81
1.24,Very Good,F,VVS1,62.7,61,11716,6.75,6.84,4.26
0.91,Premium,E,SI2,62.8,59,3898,6.16,6.13,3.86
0.41,Ideal,J,VS1,61.6,55.1,674,4.75,4.8,2.95
1.02,Premium,F,VVS2,60.9,59,8774,6.56,6.44,3.96
2.02,Ideal,H,SI1,62.3,57,16665,8.04,8.14,5.04
0.54,Good,E,VS2,60.2,61,1771,5.27,5.32,3.19
0.71,Ideal,F,VS2,61.8,55,3516,5.74,5.76,3.55
0.52,Very Good,I,VS1,61.4,57,1282,5.17,5.19,3.18
0.57,Ideal,E,VS2,61.6,56,1819,5.38,5.34,3.3
0.71,Fair,G,VVS1,62.8,57,3062,5.67,5.57,3.53
0.71,Premium,E,VS2,59.9,58,2711,5.78,5.81,3.47
0.41,Ideal,G,VS1,61.5,56,899,4.77,4.79,2.94
0.51,Ideal,E,VS2,60.1,57,1909,5.23,5.19,3.13
0.51,Premium,D,SI1,60.3,59,1687,5.22,5.2,3.14
0.72,Ideal,G,VS2,61.3,56,2960,5.77,5.81,3.55
1.02,Premium,D,VS2,59.8,61,6909,6.61,6.54,3.93
0.72,Premium,E,SI1,63,56,2666,5.76,5.73,3.62
1.22,Ideal,H,SI2,61,57,5099,6.89,6.95,4.22
1.61,Premium,I,VS1,62.2,58,9961,7.46,7.55,4.67
0.26,Very Good,H,VVS2,59.8,61,440,4.15,4.18,2.49
0.56,Premium,E,VS2,61.8,59,1915,5.34,5.27,3.28
0.4,Very Good,E,VS2,62.9,55,912,4.72,4.73,2.97
1.24,Ideal,E,SI2,59.2,55,5444,7.05,7.03,4.17
0.3,Premium,E,VS2,61.6,58,658,4.31,4.33,2.66
0.54,Ideal,E,SI1,60.6,58,1440,5.27,5.29,3.2
0.41,Premium,G,VVS2,62.2,58,1056,4.82,4.76,2.98
0.31,Premium,H,VS1,59.9,59,698,4.4,4.38,2.63
1,Premium,F,VS2,62.6,60,6352,6.29,6.37,3.96
1.01,Fair,G,VS2,66.8,56,4480,6.15,6.09,4.09
0.71,Very Good,H,SI1,62.9,58,2246,5.62,5.66,3.55
0.42,Premium,G,VVS1,62.7,58,1179,4.74,4.79,2.99
0.27,Very Good,D,VVS2,64.6,53,575,4.04,4.1,2.63
2.01,Very Good,I,SI2,60.5,59,14637,8.19,8.26,4.98
0.9,Premium,E,VS2,63,57,4562,6.15,6.07,3.85
1.09,Good,F,SI1,61,64,4230,6.63,6.58,4.03
1.01,Premium,G,I1,61.1,61,3014,6.49,6.35,3.92
0.35,Ideal,H,SI1,61.5,56,523,4.56,4.58,2.81
1.06,Very Good,H,SI1,62.6,58,5020,6.4,6.51,4.04
2,Fair,J,VS2,65.4,58,11966,7.96,7.75,5.14
0.37,Ideal,E,VVS2,61.8,54,844,4.6,4.63,2.85
1.53,Very Good,G,VS1,60.3,59,13228,7.52,7.58,4.55
1.2,Very Good,J,VS1,63.1,59,5376,6.75,6.65,4.23
0.27,Ideal,F,VVS1,61,57,620,4.2,4.22,2.57
2.11,Premium,D,SI2,58.7,60,15198,8.45,8.41,4.95
0.33,Ideal,H,SI1,60.6,56,564,4.46,4.49,2.72
1,Very Good,E,SI1,63.1,58,4435,6.34,6.2,3.95
0.7,Premium,D,VS1,62.5,60,3410,5.67,5.62,3.53
0.3,Ideal,E,VVS2,61.4,55,837,4.32,4.34,2.66
0.25,Good,F,VVS1,59.1,60,490,4.1,4.12,2.43
0.51,Very Good,H,SI1,61.2,55,1008,5.19,5.21,3.18
0.7,Very Good,F,VS2,62.6,57,2362,5.62,5.69,3.54
0.5,Premium,D,VVS1,61.5,58,2525,5.12,5.06,3.13
0.31,Very Good,E,VVS1,60.4,61,725,4.34,4.4,2.64
0.72,Ideal,F,SI2,62.4,55,2232,5.72,5.76,3.58
0.3,Premium,D,SI2,60.9,58,574,4.32,4.29,2.62
0.24,Very Good,D,VVS2,62.9,58,552,3.96,3.99,2.5
1.12,Ideal,H,SI1,60.9,57,5818,6.7,6.73,4.09
0.75,Ideal,I,VS1,61.9,54.1,2564,5.82,5.85,3.61
0.32,Ideal,J,IF,61,57,521,4.42,4.46,2.71
1.7,Very Good,G,VS1,61.8,53,17219,7.63,7.67,4.73
0.36,Ideal,F,SI1,61.5,57,600,4.55,4.59,2.81
0.8,Very Good,H,SI1,63,57,3005,5.89,5.95,3.73
0.92,Ideal,D,SI2,60.3,56,3997,6.32,6.35,3.82
0.37,Premium,G,SI1,62.1,60,551,4.54,4.61,2.84
0.34,Ideal,E,VS1,62.1,56,805,4.48,4.5,2.79
0.33,Premium,G,VS1,61.9,58,666,4.43,4.46,2.75
1.19,Ideal,I,SI1,62.3,55,5690,6.8,6.82,4.24
0.43,Very Good,E,SI1,62.4,56,792,4.79,4.83,3
0.32,Ideal,G,VS1,61.3,55,707,4.45,4.43,2.72
1.01,Premium,E,SI1,62.8,58,5741,6.38,6.33,3.99
1,Very Good,E,SI2,63.3,58,4579,6.35,6.32,4.01
0.72,Ideal,D,VS1,61.7,56,4047,5.77,5.81,3.57
1.06,Very Good,E,SI1,61.4,58,5090,6.53,6.62,4.04
1.01,Ideal,G,SI2,61.5,57,4299,6.5,6.42,3.97
0.72,Very Good,H,VS1,60.6,63,2782,5.83,5.76,3.51
0.37,Premium,E,VS2,61,59,692,4.6,4.65,2.82
0.7,Very Good,H,VVS2,62.6,57,2558,5.63,5.65,3.53
1.14,Very Good,H,SI1,59.2,58,4890,6.8,6.86,4.04
0.71,Good,D,SI1,56.8,62,2450,5.93,5.89,3.37
0.84,Ideal,D,VVS1,62,54,6399,6.04,6.08,3.76
2.37,Premium,I,VS2,61.6,56,14837,8.7,8.6,5.33
2.14,Very Good,I,VS2,59.7,57,16914,8.41,8.48,5.04
0.31,Premium,D,VS1,59.6,58,877,4.41,4.38,2.62
0.7,Ideal,D,VS1,62.8,54,3529,5.65,5.69,3.56
0.47,Ideal,D,VVS1,61.9,54,2378,4.98,5,3.09
1.03,Very Good,D,SI1,62.5,59,5924,6.45,6.48,4.04
0.52,Premium,G,VVS2,61,58,1707,5.15,5.21,3.16
0.42,Ideal,H,VVS2,62.4,56,921,4.78,4.8,2.99
2.01,Premium,I,VS1,61.5,62,15475,8.07,7.94,4.92
0.4,Ideal,D,SI2,61.3,56,798,4.77,4.72,2.91
0.34,Ideal,D,VS2,61.3,57,805,4.47,4.5,2.75
0.35,Ideal,E,SI1,61,57,788,4.57,4.54,2.78
0.32,Premium,F,VS2,59.4,58,828,4.48,4.44,2.65
1.51,Premium,J,SI1,63,58,7441,7.32,7.28,4.6
1.38,Very Good,H,SI2,62.3,60,6369,7.07,7.12,4.42
0.9,Very Good,D,VS1,63,58,5757,6.11,6.15,3.86
0.33,Ideal,G,VVS2,60.4,57,761,4.48,4.52,2.72
1.53,Ideal,I,VS2,61.8,57,9853,7.44,7.39,4.58
0.7,Ideal,F,VS1,62.2,55,2381,5.72,5.69,3.55
0.37,Very Good,G,VS1,59.2,61,746,4.63,4.7,2.76
1.2,Very Good,J,SI1,61.4,59,4752,6.82,6.87,4.2
0.38,Ideal,E,VVS2,61.6,55,1176,4.72,4.67,2.89
0.53,Ideal,G,SI1,61.1,55,1549,5.24,5.26,3.21
0.7,Ideal,G,VVS1,62.6,57,3247,5.65,5.7,3.55
0.3,Premium,E,VS2,61.6,58,844,4.33,4.31,2.66
1.07,Premium,H,SI1,60.7,60,4764,6.64,6.61,4.02
1.21,Very Good,E,VS2,61.5,59,8886,6.82,6.88,4.21
2,Fair,H,SI2,68.7,55,9549,7.9,7.67,5.35
0.58,Ideal,D,VS1,61.4,57,2067,5.41,5.34,3.3
0.32,Premium,E,VVS1,60.8,59,1044,4.45,4.43,2.7
1.52,Ideal,D,VS2,62.1,58,15922,7.36,7.4,4.58
2.09,Good,F,SI2,63.4,55,18472,8.11,8.18,5.16
0.55,Ideal,J,VS1,62.3,56,1550,5.26,5.24,3.27
0.3,Ideal,I,VVS1,62.3,55,709,4.29,4.28,2.67
0.51,Good,D,SI1,64,58,1255,5.03,5.06,3.23
0.57,Premium,E,SI1,62.2,55,1590,5.36,5.31,3.32
0.56,Ideal,I,VS1,60.5,55,1406,5.33,5.39,3.24
0.72,Good,I,VS2,60.1,60.5,2174,5.76,5.85,3.48
0.56,Ideal,F,VS2,61.6,55,1723,5.29,5.32,3.27
1.21,Very Good,J,VS2,59.9,59,4754,6.86,6.92,4.13
0.33,Premium,D,SI2,61.6,59,631,4.42,4.41,2.72
0.71,Ideal,E,SI1,62.4,56,2681,5.68,5.7,3.55
1.01,Premium,D,VS2,61,59,6827,6.44,6.41,3.92
1.12,Ideal,E,SI2,61.6,56,6168,6.69,6.71,4.13
1.15,Ideal,I,SI2,61.3,57,5216,6.78,6.71,4.13
0.5,Very Good,G,SI1,62.8,55,1170,5.03,5.07,3.17
0.38,Very Good,D,VS2,63.4,55,1117,4.67,4.63,2.95
1.5,Premium,D,SI1,62.1,60,11863,7.28,7.22,4.5
1.05,Very Good,J,I1,59.6,63,2705,6.61,6.55,3.92
